componente,modulo,grupo_referencia,tipo_prueba,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,correcta,puntaje
Razonamiento Cuantitativo,Educación,GRP-43,Específica,Enunciado de la pregunta 116 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 116,Opción B de la pregunta 116,Opción C de la pregunta 116,Opción D de la pregunta 116,C,1.0
Lectura Crítica,Salud,GRP-22,Genérica,Enunciado de la pregunta 117 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 117,Opción B de la pregunta 117,Opción C de la pregunta 117,Opción D de la pregunta 117,B,1.0
Lectura Crítica,Salud,GRP-34,Genérica,Enunciado de la pregunta 118 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 118,Opción B de la pregunta 118,Opción C de la pregunta 118,Opción D de la pregunta 118,C,1.0
Inglés,Derecho,GRP-16,Genérica,Enunciado de la pregunta 119 del componente Inglés y módulo Derecho.,Opción A de la pregunta 119,Opción B de la pregunta 119,Opción C de la pregunta 119,Opción D de la pregunta 119,A,1.0
Competencias Ciudadanas,Ingeniería,GRP-12,Genérica,Enunciado de la pregunta 120 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 120,Opción B de la pregunta 120,Opción C de la pregunta 120,Opción D de la pregunta 120,D,1.0
Competencias Ciudadanas,Educación,GRP-42,Específica,Enunciado de la pregunta 121 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 121,Opción B de la pregunta 121,Opción C de la pregunta 121,Opción D de la pregunta 121,C,1.0
Lectura Crítica,Ciencias Sociales,GRP-31,Genérica,Enunciado de la pregunta 122 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 122,Opción B de la pregunta 122,Opción C de la pregunta 122,Opción D de la pregunta 122,C,1.0
Competencias Ciudadanas,Educación,GRP-39,Genérica,Enunciado de la pregunta 123 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 123,Opción B de la pregunta 123,Opción C de la pregunta 123,Opción D de la pregunta 123,D,1.0
Razonamiento Cuantitativo,Economía,GRP-7,Genérica,Enunciado de la pregunta 124 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 124,Opción B de la pregunta 124,Opción C de la pregunta 124,Opción D de la pregunta 124,C,1.0
Comunicación Escrita,Ingeniería,GRP-7,Genérica,Enunciado de la pregunta 125 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 125,Opción B de la pregunta 125,Opción C de la pregunta 125,Opción D de la pregunta 125,A,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-37,Específica,Enunciado de la pregunta 126 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 126,Opción B de la pregunta 126,Opción C de la pregunta 126,Opción D de la pregunta 126,D,1.0
Competencias Ciudadanas,Economía,GRP-45,Genérica,Enunciado de la pregunta 127 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 127,Opción B de la pregunta 127,Opción C de la pregunta 127,Opción D de la pregunta 127,D,1.0
Comunicación Escrita,Economía,GRP-34,Específica,Enunciado de la pregunta 128 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 128,Opción B de la pregunta 128,Opción C de la pregunta 128,Opción D de la pregunta 128,A,1.0
Lectura Crítica,Administración,GRP-23,Genérica,Enunciado de la pregunta 129 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 129,Opción B de la pregunta 129,Opción C de la pregunta 129,Opción D de la pregunta 129,D,1.0
Comunicación Escrita,Salud,GRP-39,Genérica,Enunciado de la pregunta 130 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 130,Opción B de la pregunta 130,Opción C de la pregunta 130,Opción D de la pregunta 130,A,1.0
Inglés,Ingeniería,GRP-24,Genérica,Enunciado de la pregunta 131 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 131,Opción B de la pregunta 131,Opción C de la pregunta 131,Opción D de la pregunta 131,A,1.0
Inglés,Ingeniería,GRP-4,Específica,Enunciado de la pregunta 132 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 132,Opción B de la pregunta 132,Opción C de la pregunta 132,Opción D de la pregunta 132,A,1.0
Comunicación Escrita,Ciencias Sociales,GRP-10,Genérica,Enunciado de la pregunta 133 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 133,Opción B de la pregunta 133,Opción C de la pregunta 133,Opción D de la pregunta 133,B,1.0
Inglés,Administración,GRP-47,Genérica,Enunciado de la pregunta 134 del componente Inglés y módulo Administración.,Opción A de la pregunta 134,Opción B de la pregunta 134,Opción C de la pregunta 134,Opción D de la pregunta 134,A,1.0
Comunicación Escrita,Ingeniería,GRP-27,Genérica,Enunciado de la pregunta 135 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 135,Opción B de la pregunta 135,Opción C de la pregunta 135,Opción D de la pregunta 135,C,1.0
Razonamiento Cuantitativo,Educación,GRP-33,Genérica,Enunciado de la pregunta 136 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 136,Opción B de la pregunta 136,Opción C de la pregunta 136,Opción D de la pregunta 136,A,1.0
Razonamiento Cuantitativo,Educación,GRP-13,Genérica,Enunciado de la pregunta 137 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 137,Opción B de la pregunta 137,Opción C de la pregunta 137,Opción D de la pregunta 137,D,1.0
Comunicación Escrita,Ciencias Sociales,GRP-12,Genérica,Enunciado de la pregunta 138 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 138,Opción B de la pregunta 138,Opción C de la pregunta 138,Opción D de la pregunta 138,D,1.0
Lectura Crítica,Derecho,GRP-49,Específica,Enunciado de la pregunta 139 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 139,Opción B de la pregunta 139,Opción C de la pregunta 139,Opción D de la pregunta 139,A,1.0
Competencias Ciudadanas,Economía,GRP-21,Genérica,Enunciado de la pregunta 140 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 140,Opción B de la pregunta 140,Opción C de la pregunta 140,Opción D de la pregunta 140,D,1.0
Comunicación Escrita,Ingeniería,GRP-4,Genérica,Enunciado de la pregunta 141 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 141,Opción B de la pregunta 141,Opción C de la pregunta 141,Opción D de la pregunta 141,B,1.0
Competencias Ciudadanas,Ingeniería,GRP-18,Genérica,Enunciado de la pregunta 142 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 142,Opción B de la pregunta 142,Opción C de la pregunta 142,Opción D de la pregunta 142,D,1.0
Razonamiento Cuantitativo,Economía,GRP-22,Específica,Enunciado de la pregunta 143 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 143,Opción B de la pregunta 143,Opción C de la pregunta 143,Opción D de la pregunta 143,D,1.0
Comunicación Escrita,Derecho,GRP-12,Específica,Enunciado de la pregunta 144 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 144,Opción B de la pregunta 144,Opción C de la pregunta 144,Opción D de la pregunta 144,D,1.0
Inglés,Ciencias Sociales,GRP-32,Genérica,Enunciado de la pregunta 145 del componente Inglés y módulo Ciencias Sociales.,Opción A de la pregunta 145,Opción B de la pregunta 145,Opción C de la pregunta 145,Opción D de la pregunta 145,C,1.0
Razonamiento Cuantitativo,Economía,GRP-17,Específica,Enunciado de la pregunta 146 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 146,Opción B de la pregunta 146,Opción C de la pregunta 146,Opción D de la pregunta 146,A,1.0
Lectura Crítica,Salud,GRP-25,Genérica,Enunciado de la pregunta 147 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 147,Opción B de la pregunta 147,Opción C de la pregunta 147,Opción D de la pregunta 147,D,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-20,Específica,Enunciado de la pregunta 148 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 148,Opción B de la pregunta 148,Opción C de la pregunta 148,Opción D de la pregunta 148,B,1.0
Comunicación Escrita,Administración,GRP-13,Genérica,Enunciado de la pregunta 149 del componente Comunicación Escrita y módulo Administración.,Opción A de la pregunta 149,Opción B de la pregunta 149,Opción C de la pregunta 149,Opción D de la pregunta 149,D,1.0
Lectura Crítica,Arquitectura,GRP-47,Genérica,Enunciado de la pregunta 150 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 150,Opción B de la pregunta 150,Opción C de la pregunta 150,Opción D de la pregunta 150,D,1.0
Inglés,Economía,GRP-13,Genérica,Enunciado de la pregunta 151 del componente Inglés y módulo Economía.,Opción A de la pregunta 151,Opción B de la pregunta 151,Opción C de la pregunta 151,Opción D de la pregunta 151,A,1.0
Lectura Crítica,Ingeniería,GRP-4,Genérica,Enunciado de la pregunta 152 del componente Lectura Crítica y módulo Ingeniería.,Opción A de la pregunta 152,Opción B de la pregunta 152,Opción C de la pregunta 152,Opción D de la pregunta 152,A,1.0
Inglés,Arquitectura,GRP-27,Específica,Enunciado de la pregunta 153 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 153,Opción B de la pregunta 153,Opción C de la pregunta 153,Opción D de la pregunta 153,A,1.0
Lectura Crítica,Administración,GRP-9,Genérica,Enunciado de la pregunta 154 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 154,Opción B de la pregunta 154,Opción C de la pregunta 154,Opción D de la pregunta 154,D,1.0
Inglés,Administración,GRP-12,Genérica,Enunciado de la pregunta 155 del componente Inglés y módulo Administración.,Opción A de la pregunta 155,Opción B de la pregunta 155,Opción C de la pregunta 155,Opción D de la pregunta 155,C,1.0
Competencias Ciudadanas,Economía,GRP-37,Específica,Enunciado de la pregunta 156 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 156,Opción B de la pregunta 156,Opción C de la pregunta 156,Opción D de la pregunta 156,B,1.0
Comunicación Escrita,Arquitectura,GRP-47,Genérica,Enunciado de la pregunta 157 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 157,Opción B de la pregunta 157,Opción C de la pregunta 157,Opción D de la pregunta 157,C,1.0
Lectura Crítica,Educación,GRP-17,Genérica,Enunciado de la pregunta 158 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 158,Opción B de la pregunta 158,Opción C de la pregunta 158,Opción D de la pregunta 158,B,1.0
Competencias Ciudadanas,Economía,GRP-47,Específica,Enunciado de la pregunta 159 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 159,Opción B de la pregunta 159,Opción C de la pregunta 159,Opción D de la pregunta 159,A,1.0
Inglés,Ciencias Sociales,GRP-10,Genérica,Enunciado de la pregunta 160 del componente Inglés y módulo Ciencias Sociales.,Opción A de la pregunta 160,Opción B de la pregunta 160,Opción C de la pregunta 160,Opción D de la pregunta 160,C,1.0
Lectura Crítica,Economía,GRP-17,Genérica,Enunciado de la pregunta 161 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 161,Opción B de la pregunta 161,Opción C de la pregunta 161,Opción D de la pregunta 161,B,1.0
Competencias Ciudadanas,Ingeniería,GRP-36,Específica,Enunciado de la pregunta 162 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 162,Opción B de la pregunta 162,Opción C de la pregunta 162,Opción D de la pregunta 162,B,1.0
Competencias Ciudadanas,Administración,GRP-13,Genérica,Enunciado de la pregunta 163 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 163,Opción B de la pregunta 163,Opción C de la pregunta 163,Opción D de la pregunta 163,C,1.0
Comunicación Escrita,Ingeniería,GRP-37,Genérica,Enunciado de la pregunta 164 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 164,Opción B de la pregunta 164,Opción C de la pregunta 164,Opción D de la pregunta 164,D,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-3,Genérica,Enunciado de la pregunta 165 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 165,Opción B de la pregunta 165,Opción C de la pregunta 165,Opción D de la pregunta 165,C,1.0
Competencias Ciudadanas,Economía,GRP-15,Genérica,Enunciado de la pregunta 166 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 166,Opción B de la pregunta 166,Opción C de la pregunta 166,Opción D de la pregunta 166,D,1.0
Inglés,Ingeniería,GRP-34,Específica,Enunciado de la pregunta 167 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 167,Opción B de la pregunta 167,Opción C de la pregunta 167,Opción D de la pregunta 167,C,1.0
Inglés,Ingeniería,GRP-45,Específica,Enunciado de la pregunta 168 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 168,Opción B de la pregunta 168,Opción C de la pregunta 168,Opción D de la pregunta 168,B,1.0
Competencias Ciudadanas,Educación,GRP-3,Genérica,Enunciado de la pregunta 169 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 169,Opción B de la pregunta 169,Opción C de la pregunta 169,Opción D de la pregunta 169,D,1.0
Inglés,Arquitectura,GRP-45,Específica,Enunciado de la pregunta 170 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 170,Opción B de la pregunta 170,Opción C de la pregunta 170,Opción D de la pregunta 170,A,1.0
Inglés,Educación,GRP-45,Específica,Enunciado de la pregunta 171 del componente Inglés y módulo Educación.,Opción A de la pregunta 171,Opción B de la pregunta 171,Opción C de la pregunta 171,Opción D de la pregunta 171,A,1.0
Comunicación Escrita,Administración,GRP-42,Genérica,Enunciado de la pregunta 172 del componente Comunicación Escrita y módulo Administración.,Opción A de la pregunta 172,Opción B de la pregunta 172,Opción C de la pregunta 172,Opción D de la pregunta 172,D,1.0
Comunicación Escrita,Salud,GRP-45,Genérica,Enunciado de la pregunta 173 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 173,Opción B de la pregunta 173,Opción C de la pregunta 173,Opción D de la pregunta 173,C,1.0
Competencias Ciudadanas,Educación,GRP-11,Específica,Enunciado de la pregunta 174 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 174,Opción B de la pregunta 174,Opción C de la pregunta 174,Opción D de la pregunta 174,A,1.0
Razonamiento Cuantitativo,Derecho,GRP-24,Específica,Enunciado de la pregunta 175 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 175,Opción B de la pregunta 175,Opción C de la pregunta 175,Opción D de la pregunta 175,B,1.0
Lectura Crítica,Salud,GRP-17,Genérica,Enunciado de la pregunta 176 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 176,Opción B de la pregunta 176,Opción C de la pregunta 176,Opción D de la pregunta 176,B,1.0
Comunicación Escrita,Arquitectura,GRP-11,Específica,Enunciado de la pregunta 177 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 177,Opción B de la pregunta 177,Opción C de la pregunta 177,Opción D de la pregunta 177,D,1.0
