pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 135: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 135,Opción B para pregunta 135,Opción C para pregunta 135,Opción D para pregunta 135,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 136: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 136,Opción B para pregunta 136,Opción C para pregunta 136,Opción D para pregunta 136,B,Lectura crítica,Genérico,Genérica
"Pregunta 137: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 137,Opción B para pregunta 137,Opción C para pregunta 137,Opción D para pregunta 137,A,Lectura crítica,Genérico,Genérica
"Pregunta 138: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 138,Opción B para pregunta 138,Opción C para pregunta 138,Opción D para pregunta 138,D,Inglés,Genérico,Genérica
"Pregunta 139: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 139,Opción B para pregunta 139,Opción C para pregunta 139,Opción D para pregunta 139,C,Lectura crítica,Genérico,Genérica
"Pregunta 140: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 140,Opción B para pregunta 140,Opción C para pregunta 140,Opción D para pregunta 140,B,Lectura crítica,Genérico,Genérica
"Pregunta 141: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 141,Opción B para pregunta 141,Opción C para pregunta 141,Opción D para pregunta 141,A,Lectura crítica,Genérico,Genérica
"Pregunta 142: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 142,Opción B para pregunta 142,Opción C para pregunta 142,Opción D para pregunta 142,A,Lectura crítica,Genérico,Genérica
"Pregunta 143: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 143,Opción B para pregunta 143,Opción C para pregunta 143,Opción D para pregunta 143,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 144: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 144,Opción B para pregunta 144,Opción C para pregunta 144,Opción D para pregunta 144,B,Comunicación escrita,Genérico,Genérica
"Pregunta 145: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 145,Opción B para pregunta 145,Opción C para pregunta 145,Opción D para pregunta 145,A,Inglés,Ingeniería,Específica
"Pregunta 146: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 146,Opción B para pregunta 146,Opción C para pregunta 146,Opción D para pregunta 146,A,Inglés,Genérico,Genérica
"Pregunta 147: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 147,Opción B para pregunta 147,Opción C para pregunta 147,Opción D para pregunta 147,A,Lectura crítica,Educación,Específica
"Pregunta 148: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 148,Opción B para pregunta 148,Opción C para pregunta 148,Opción D para pregunta 148,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 149: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 149,Opción B para pregunta 149,Opción C para pregunta 149,Opción D para pregunta 149,A,Lectura crítica,Genérico,Genérica
"Pregunta 150: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 150,Opción B para pregunta 150,Opción C para pregunta 150,Opción D para pregunta 150,B,Lectura crítica,Ciencias sociales,Específica
"Pregunta 151: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 151,Opción B para pregunta 151,Opción C para pregunta 151,Opción D para pregunta 151,C,Lectura crítica,Educación,Específica
"Pregunta 152: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 152,Opción B para pregunta 152,Opción C para pregunta 152,Opción D para pregunta 152,A,Inglés,Administración,Específica
"Pregunta 153: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 153,Opción B para pregunta 153,Opción C para pregunta 153,Opción D para pregunta 153,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 154: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 154,Opción B para pregunta 154,Opción C para pregunta 154,Opción D para pregunta 154,C,Inglés,Genérico,Genérica
"Pregunta 155: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 155,Opción B para pregunta 155,Opción C para pregunta 155,Opción D para pregunta 155,B,Inglés,Ciencias sociales,Específica
"Pregunta 156: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 156,Opción B para pregunta 156,Opción C para pregunta 156,Opción D para pregunta 156,C,Comunicación escrita,Salud,Específica
"Pregunta 157: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 157,Opción B para pregunta 157,Opción C para pregunta 157,Opción D para pregunta 157,A,Lectura crítica,Administración,Específica
"Pregunta 158: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 158,Opción B para pregunta 158,Opción C para pregunta 158,Opción D para pregunta 158,A,Lectura crítica,Genérico,Genérica
"Pregunta 159: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 159,Opción B para pregunta 159,Opción C para pregunta 159,Opción D para pregunta 159,D,Comunicación escrita,Genérico,Genérica
"Pregunta 160: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 160,Opción B para pregunta 160,Opción C para pregunta 160,Opción D para pregunta 160,B,Inglés,Educación,Específica
"Pregunta 161: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 161,Opción B para pregunta 161,Opción C para pregunta 161,Opción D para pregunta 161,A,Inglés,Genérico,Genérica
"Pregunta 162: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 162,Opción B para pregunta 162,Opción C para pregunta 162,Opción D para pregunta 162,A,Lectura crítica,Genérico,Genérica
"Pregunta 163: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 163,Opción B para pregunta 163,Opción C para pregunta 163,Opción D para pregunta 163,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 164: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 164,Opción B para pregunta 164,Opción C para pregunta 164,Opción D para pregunta 164,B,Competencias ciudadanas,Educación,Específica
"Pregunta 165: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 165,Opción B para pregunta 165,Opción C para pregunta 165,Opción D para pregunta 165,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 166: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 166,Opción B para pregunta 166,Opción C para pregunta 166,Opción D para pregunta 166,A,Lectura crítica,Genérico,Genérica
"Pregunta 167: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 167,Opción B para pregunta 167,Opción C para pregunta 167,Opción D para pregunta 167,C,Lectura crítica,Ingeniería,Específica
"Pregunta 168: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 168,Opción B para pregunta 168,Opción C para pregunta 168,Opción D para pregunta 168,B,Lectura crítica,Genérico,Genérica
"Pregunta 169: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 169,Opción B para pregunta 169,Opción C para pregunta 169,Opción D para pregunta 169,D,Lectura crítica,Administración,Específica
"Pregunta 170: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 170,Opción B para pregunta 170,Opción C para pregunta 170,Opción D para pregunta 170,B,Comunicación escrita,Ingeniería,Específica
"Pregunta 171: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 171,Opción B para pregunta 171,Opción C para pregunta 171,Opción D para pregunta 171,B,Comunicación escrita,Genérico,Genérica
"Pregunta 172: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 172,Opción B para pregunta 172,Opción C para pregunta 172,Opción D para pregunta 172,B,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 173: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 173,Opción B para pregunta 173,Opción C para pregunta 173,Opción D para pregunta 173,A,Lectura crítica,Genérico,Genérica
"Pregunta 174: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 174,Opción B para pregunta 174,Opción C para pregunta 174,Opción D para pregunta 174,D,Comunicación escrita,Genérico,Genérica
"Pregunta 175: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 175,Opción B para pregunta 175,Opción C para pregunta 175,Opción D para pregunta 175,C,Inglés,Genérico,Genérica
"Pregunta 176: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 176,Opción B para pregunta 176,Opción C para pregunta 176,Opción D para pregunta 176,D,Inglés,Genérico,Genérica
"Pregunta 177: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 177,Opción B para pregunta 177,Opción C para pregunta 177,Opción D para pregunta 177,A,Comunicación escrita,Genérico,Genérica
"Pregunta 178: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 178,Opción B para pregunta 178,Opción C para pregunta 178,Opción D para pregunta 178,B,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 179: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 179,Opción B para pregunta 179,Opción C para pregunta 179,Opción D para pregunta 179,C,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 180: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 180,Opción B para pregunta 180,Opción C para pregunta 180,Opción D para pregunta 180,D,Inglés,Genérico,Genérica
"Pregunta 181: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 181,Opción B para pregunta 181,Opción C para pregunta 181,Opción D para pregunta 181,A,Inglés,Genérico,Genérica
"Pregunta 182: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 182,Opción B para pregunta 182,Opción C para pregunta 182,Opción D para pregunta 182,C,Lectura crítica,Genérico,Genérica
"Pregunta 183: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 183,Opción B para pregunta 183,Opción C para pregunta 183,Opción D para pregunta 183,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 184: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 184,Opción B para pregunta 184,Opción C para pregunta 184,Opción D para pregunta 184,B,Inglés,Genérico,Genérica
"Pregunta 185: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 185,Opción B para pregunta 185,Opción C para pregunta 185,Opción D para pregunta 185,A,Lectura crítica,Genérico,Genérica
"Pregunta 186: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 186,Opción B para pregunta 186,Opción C para pregunta 186,Opción D para pregunta 186,A,Comunicación escrita,Salud,Específica
"Pregunta 187: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 187,Opción B para pregunta 187,Opción C para pregunta 187,Opción D para pregunta 187,B,Lectura crítica,Genérico,Genérica
"Pregunta 188: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 188,Opción B para pregunta 188,Opción C para pregunta 188,Opción D para pregunta 188,B,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 189: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 189,Opción B para pregunta 189,Opción C para pregunta 189,Opción D para pregunta 189,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 190: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 190,Opción B para pregunta 190,Opción C para pregunta 190,Opción D para pregunta 190,D,Comunicación escrita,Genérico,Genérica
"Pregunta 191: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 191,Opción B para pregunta 191,Opción C para pregunta 191,Opción D para pregunta 191,C,Razonamiento cuantitativo,Educación,Específica
