id,enunciado,grupo_referencia,modulo,tipo_prueba,puntaje,creado_en
737,Esta es la pregunta 737 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.95,2025-08-13 16:54:01.301115
738,Esta es la pregunta 738 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.06,2025-08-13 16:54:01.301123
739,Esta es la pregunta 739 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.46,2025-08-13 16:54:01.301129
740,Esta es la pregunta 740 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.96,2025-08-13 16:54:01.301135
741,Esta es la pregunta 741 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.56,2025-08-13 16:54:01.301141
742,Esta es la pregunta 742 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,0.64,2025-08-13 16:54:01.301150
743,Esta es la pregunta 743 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.26,2025-08-13 16:54:01.301185
744,Esta es la pregunta 744 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.46,2025-08-13 16:54:01.301191
745,Esta es la pregunta 745 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.68,2025-08-13 16:54:01.301197
746,Esta es la pregunta 746 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.03,2025-08-13 16:54:01.301205
747,Esta es la pregunta 747 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.95,2025-08-13 16:54:01.301210
748,Esta es la pregunta 748 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.15,2025-08-13 16:54:01.301216
749,Esta es la pregunta 749 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.43,2025-08-13 16:54:01.301223
750,Esta es la pregunta 750 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.62,2025-08-13 16:54:01.301228
751,Esta es la pregunta 751 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.82,2025-08-13 16:54:01.301234
752,Esta es la pregunta 752 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.29,2025-08-13 16:54:01.301246
753,Esta es la pregunta 753 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,0.85,2025-08-13 16:54:01.301252
754,Esta es la pregunta 754 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,0.82,2025-08-13 16:54:01.301259
755,Esta es la pregunta 755 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.62,2025-08-13 16:54:01.301285
756,Esta es la pregunta 756 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.55,2025-08-13 16:54:01.301295
757,Esta es la pregunta 757 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.86,2025-08-13 16:54:01.301413
758,Esta es la pregunta 758 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.46,2025-08-13 16:54:01.301441
759,Esta es la pregunta 759 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.41,2025-08-13 16:54:01.301449
760,Esta es la pregunta 760 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.69,2025-08-13 16:54:01.301455
761,Esta es la pregunta 761 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.03,2025-08-13 16:54:01.301466
762,Esta es la pregunta 762 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,1.14,2025-08-13 16:54:01.301474
763,Esta es la pregunta 763 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.54,2025-08-13 16:54:01.301482
764,Esta es la pregunta 764 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.93,2025-08-13 16:54:01.301488
765,Esta es la pregunta 765 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.68,2025-08-13 16:54:01.301494
766,Esta es la pregunta 766 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.82,2025-08-13 16:54:01.301501
767,Esta es la pregunta 767 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.56,2025-08-13 16:54:01.301510
768,Esta es la pregunta 768 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.06,2025-08-13 16:54:01.301517
769,Esta es la pregunta 769 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,0.64,2025-08-13 16:54:01.301523
770,Esta es la pregunta 770 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.11,2025-08-13 16:54:01.301531
771,Esta es la pregunta 771 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.62,2025-08-13 16:54:01.301538
772,Esta es la pregunta 772 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.69,2025-08-13 16:54:01.301544
773,Esta es la pregunta 773 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.87,2025-08-13 16:54:01.301552
774,Esta es la pregunta 774 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,0.64,2025-08-13 16:54:01.301561
775,Esta es la pregunta 775 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.97,2025-08-13 16:54:01.301567
776,Esta es la pregunta 776 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.92,2025-08-13 16:54:01.301572
777,Esta es la pregunta 777 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,1.89,2025-08-13 16:54:01.301579
778,Esta es la pregunta 778 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.48,2025-08-13 16:54:01.301585
779,Esta es la pregunta 779 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.48,2025-08-13 16:54:01.301597
780,Esta es la pregunta 780 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.83,2025-08-13 16:54:01.301603
781,Esta es la pregunta 781 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.52,2025-08-13 16:54:01.301609
782,Esta es la pregunta 782 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.26,2025-08-13 16:54:01.301615
783,Esta es la pregunta 783 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.58,2025-08-13 16:54:01.301621
784,Esta es la pregunta 784 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.93,2025-08-13 16:54:01.301630
785,Esta es la pregunta 785 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.29,2025-08-13 16:54:01.301636
786,Esta es la pregunta 786 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.74,2025-08-13 16:54:01.301642
787,Esta es la pregunta 787 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.95,2025-08-13 16:54:01.301648
788,Esta es la pregunta 788 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.7,2025-08-13 16:54:01.301664
789,Esta es la pregunta 789 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.82,2025-08-13 16:54:01.301674
790,Esta es la pregunta 790 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.55,2025-08-13 16:54:01.301680
791,Esta es la pregunta 791 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.66,2025-08-13 16:54:01.301686
792,Esta es la pregunta 792 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.67,2025-08-13 16:54:01.301692
793,Esta es la pregunta 793 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.76,2025-08-13 16:54:01.301698
794,Esta es la pregunta 794 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,1.16,2025-08-13 16:54:01.301704
795,Esta es la pregunta 795 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.66,2025-08-13 16:54:01.301712
796,Esta es la pregunta 796 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.52,2025-08-13 16:54:01.301718
797,Esta es la pregunta 797 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.47,2025-08-13 16:54:01.301724
798,Esta es la pregunta 798 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.91,2025-08-13 16:54:01.301741
799,Esta es la pregunta 799 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,0.88,2025-08-13 16:54:01.301748
800,Esta es la pregunta 800 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.71,2025-08-13 16:54:01.301754
801,Esta es la pregunta 801 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.88,2025-08-13 16:54:01.301760
802,Esta es la pregunta 802 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.52,2025-08-13 16:54:01.301766
803,Esta es la pregunta 803 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.35,2025-08-13 16:54:01.301771
804,Esta es la pregunta 804 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.26,2025-08-13 16:54:01.301777
805,Esta es la pregunta 805 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,0.74,2025-08-13 16:54:01.301786
806,Esta es la pregunta 806 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.05,2025-08-13 16:54:01.301794
807,Esta es la pregunta 807 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.24,2025-08-13 16:54:01.301802
808,Esta es la pregunta 808 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.23,2025-08-13 16:54:01.301809
809,Esta es la pregunta 809 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.12,2025-08-13 16:54:01.301815
810,Esta es la pregunta 810 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.81,2025-08-13 16:54:01.301823
811,Esta es la pregunta 811 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.62,2025-08-13 16:54:01.301854
812,Esta es la pregunta 812 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.42,2025-08-13 16:54:01.301865
813,Esta es la pregunta 813 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.94,2025-08-13 16:54:01.301874
814,Esta es la pregunta 814 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.59,2025-08-13 16:54:01.301880
815,Esta es la pregunta 815 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.78,2025-08-13 16:54:01.301887
816,Esta es la pregunta 816 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.84,2025-08-13 16:54:01.301913
817,Esta es la pregunta 817 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.8,2025-08-13 16:54:01.301920
818,Esta es la pregunta 818 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.8,2025-08-13 16:54:01.301926
819,Esta es la pregunta 819 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.43,2025-08-13 16:54:01.301932
820,Esta es la pregunta 820 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.91,2025-08-13 16:54:01.301950
821,Esta es la pregunta 821 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.39,2025-08-13 16:54:01.301960
822,Esta es la pregunta 822 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.83,2025-08-13 16:54:01.301970
823,Esta es la pregunta 823 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.46,2025-08-13 16:54:01.301983
824,Esta es la pregunta 824 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.92,2025-08-13 16:54:01.301991
825,Esta es la pregunta 825 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.77,2025-08-13 16:54:01.302005
826,Esta es la pregunta 826 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.45,2025-08-13 16:54:01.302014
827,Esta es la pregunta 827 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.55,2025-08-13 16:54:01.302025
828,Esta es la pregunta 828 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.88,2025-08-13 16:54:01.302034
829,Esta es la pregunta 829 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.79,2025-08-13 16:54:01.302043
830,Esta es la pregunta 830 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.56,2025-08-13 16:54:01.302053
831,Esta es la pregunta 831 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.75,2025-08-13 16:54:01.302069
832,Esta es la pregunta 832 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.77,2025-08-13 16:54:01.302080
833,Esta es la pregunta 833 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.6,2025-08-13 16:54:01.302087
834,Esta es la pregunta 834 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.1,2025-08-13 16:54:01.302096
835,Esta es la pregunta 835 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.78,2025-08-13 16:54:01.302101
836,Esta es la pregunta 836 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.65,2025-08-13 16:54:01.302107
837,Esta es la pregunta 837 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.45,2025-08-13 16:54:01.302116
838,Esta es la pregunta 838 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.82,2025-08-13 16:54:01.302122
839,Esta es la pregunta 839 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.85,2025-08-13 16:54:01.302128
840,Esta es la pregunta 840 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.06,2025-08-13 16:54:01.302134
841,Esta es la pregunta 841 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.03,2025-08-13 16:54:01.302143
842,Esta es la pregunta 842 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.97,2025-08-13 16:54:01.302149
843,Esta es la pregunta 843 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.56,2025-08-13 16:54:01.302157
844,Esta es la pregunta 844 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.04,2025-08-13 16:54:01.302163
845,Esta es la pregunta 845 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,0.81,2025-08-13 16:54:01.302170
846,Esta es la pregunta 846 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.24,2025-08-13 16:54:01.302176
847,Esta es la pregunta 847 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.71,2025-08-13 16:54:01.302182
848,Esta es la pregunta 848 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,0.85,2025-08-13 16:54:01.302190
849,Esta es la pregunta 849 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.88,2025-08-13 16:54:01.302196
850,Esta es la pregunta 850 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.2,2025-08-13 16:54:01.302202
851,Esta es la pregunta 851 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.08,2025-08-13 16:54:01.302208
852,Esta es la pregunta 852 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.89,2025-08-13 16:54:01.302218
853,Esta es la pregunta 853 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,1.26,2025-08-13 16:54:01.302225
854,Esta es la pregunta 854 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.78,2025-08-13 16:54:01.302231
855,Esta es la pregunta 855 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.64,2025-08-13 16:54:01.302237
856,Esta es la pregunta 856 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.47,2025-08-13 16:54:01.302246
857,Esta es la pregunta 857 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.8,2025-08-13 16:54:01.302254
858,Esta es la pregunta 858 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.17,2025-08-13 16:54:01.302260
859,Esta es la pregunta 859 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.74,2025-08-13 16:54:01.302271
860,Esta es la pregunta 860 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.65,2025-08-13 16:54:01.302277
861,Esta es la pregunta 861 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.42,2025-08-13 16:54:01.302285
862,Esta es la pregunta 862 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.8,2025-08-13 16:54:01.302292
863,Esta es la pregunta 863 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,0.94,2025-08-13 16:54:01.302299
864,Esta es la pregunta 864 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.97,2025-08-13 16:54:01.302304
865,Esta es la pregunta 865 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.87,2025-08-13 16:54:01.302310
866,Esta es la pregunta 866 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.55,2025-08-13 16:54:01.302316
867,Esta es la pregunta 867 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.87,2025-08-13 16:54:01.302322
868,Esta es la pregunta 868 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.25,2025-08-13 16:54:01.302328
869,Esta es la pregunta 869 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,0.82,2025-08-13 16:54:01.302354
870,Esta es la pregunta 870 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.97,2025-08-13 16:54:01.302363
871,Esta es la pregunta 871 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.31,2025-08-13 16:54:01.302369
872,Esta es la pregunta 872 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.37,2025-08-13 16:54:01.302376
873,Esta es la pregunta 873 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.92,2025-08-13 16:54:01.302384
874,Esta es la pregunta 874 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.08,2025-08-13 16:54:01.302392
875,Esta es la pregunta 875 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.85,2025-08-13 16:54:01.302398
876,Esta es la pregunta 876 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.91,2025-08-13 16:54:01.302405
877,Esta es la pregunta 877 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.68,2025-08-13 16:54:01.302412
878,Esta es la pregunta 878 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.75,2025-08-13 16:54:01.302420
879,Esta es la pregunta 879 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.32,2025-08-13 16:54:01.302428
880,Esta es la pregunta 880 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,0.64,2025-08-13 16:54:01.302436
881,Esta es la pregunta 881 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.24,2025-08-13 16:54:01.302443
882,Esta es la pregunta 882 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,0.96,2025-08-13 16:54:01.302449
883,Esta es la pregunta 883 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.27,2025-08-13 16:54:01.302455
884,Esta es la pregunta 884 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.63,2025-08-13 16:54:01.302529
885,Esta es la pregunta 885 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.53,2025-08-13 16:54:01.302537
886,Esta es la pregunta 886 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.52,2025-08-13 16:54:01.302543
887,Esta es la pregunta 887 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,0.74,2025-08-13 16:54:01.302549
888,Esta es la pregunta 888 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.55,2025-08-13 16:54:01.302559
889,Esta es la pregunta 889 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.0,2025-08-13 16:54:01.302565
890,Esta es la pregunta 890 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.08,2025-08-13 16:54:01.302574
891,Esta es la pregunta 891 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.26,2025-08-13 16:54:01.302582
892,Esta es la pregunta 892 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.04,2025-08-13 16:54:01.302588
893,Esta es la pregunta 893 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.94,2025-08-13 16:54:01.302594
894,Esta es la pregunta 894 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,2.0,2025-08-13 16:54:01.302601
895,Esta es la pregunta 895 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.48,2025-08-13 16:54:01.302609
896,Esta es la pregunta 896 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,0.9,2025-08-13 16:54:01.302616
897,Esta es la pregunta 897 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.94,2025-08-13 16:54:01.302624
898,Esta es la pregunta 898 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,0.52,2025-08-13 16:54:01.302630
899,Esta es la pregunta 899 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.5,2025-08-13 16:54:01.302636
900,Esta es la pregunta 900 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.64,2025-08-13 16:54:01.302642
901,Esta es la pregunta 901 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.07,2025-08-13 16:54:01.302650
902,Esta es la pregunta 902 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.51,2025-08-13 16:54:01.302663
903,Esta es la pregunta 903 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.67,2025-08-13 16:54:01.302669
904,Esta es la pregunta 904 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.61,2025-08-13 16:54:01.302676
905,Esta es la pregunta 905 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.73,2025-08-13 16:54:01.302681
906,Esta es la pregunta 906 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.53,2025-08-13 16:54:01.302689
907,Esta es la pregunta 907 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.81,2025-08-13 16:54:01.302696
908,Esta es la pregunta 908 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.82,2025-08-13 16:54:01.302702
909,Esta es la pregunta 909 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.13,2025-08-13 16:54:01.302710
910,Esta es la pregunta 910 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.33,2025-08-13 16:54:01.302716
911,Esta es la pregunta 911 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.44,2025-08-13 16:54:01.302722
912,Esta es la pregunta 912 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.15,2025-08-13 16:54:01.302735
913,Esta es la pregunta 913 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.64,2025-08-13 16:54:01.302746
914,Esta es la pregunta 914 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,0.61,2025-08-13 16:54:01.302755
915,Esta es la pregunta 915 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.72,2025-08-13 16:54:01.302767
916,Esta es la pregunta 916 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.81,2025-08-13 16:54:01.302789
917,Esta es la pregunta 917 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.8,2025-08-13 16:54:01.302798
918,Esta es la pregunta 918 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.53,2025-08-13 16:54:01.302807
919,Esta es la pregunta 919 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.09,2025-08-13 16:54:01.302815
920,Esta es la pregunta 920 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.1,2025-08-13 16:54:01.302826
921,Esta es la pregunta 921 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.34,2025-08-13 16:54:01.302851
922,Esta es la pregunta 922 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.31,2025-08-13 16:54:01.302868
923,Esta es la pregunta 923 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.04,2025-08-13 16:54:01.302878
