componente,modulo,grupo_ref,tipo_prueba,enunciado,op_a,op_b,op_c,op_d,correcta
Lectura Crítica,Identificación de Tesis,Salud,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Equilibrio entre innovación y formación,Impacto social de la digitalización,Retos de implementación tecnológica,Limitaciones del acceso remoto,C
Lectura Crítica,Coherencia y Cohesión,Educación,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,Retos de implementación tecnológica,B
Lectura Crítica,Derecho Constitucional,Derecho,especifica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Limitaciones del acceso remoto,Impacto social de la digitalización,Equilibrio entre innovación y formación,Retos de implementación tecnológica,D
Lectura Crítica,Teoría del Derecho,Derecho,especifica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,Retos de implementación tecnológica,B
Lectura Crítica,Identificación de Tesis,Salud,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Impacto social de la digitalización,Retos de implementación tecnológica,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,B
Lectura Crítica,Identificación de Tesis,Derecho,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,Impacto social de la digitalización,D
Lectura Crítica,Sistemas Embebidos,Ingeniería,especifica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,C
Lectura Crítica,Comprensión de Textos,Salud,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Equilibrio entre innovación y formación,Retos de implementación tecnológica,Limitaciones del acceso remoto,Impacto social de la digitalización,D
Lectura Crítica,Logística,Administración,especifica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Impacto social de la digitalización,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,Retos de implementación tecnológica,A
Lectura Crítica,Interpretación Gráfica,Administración,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,Impacto social de la digitalización,D
Lectura Crítica,Interpretación Gráfica,Ingeniería,generica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Retos de implementación tecnológica,Impacto social de la digitalización,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,B
Lectura Crítica,Epidemiología,Salud,especifica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Impacto social de la digitalización,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,B
Lectura Crítica,Comprensión de Textos,Administración,generica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Retos de implementación tecnológica,Impacto social de la digitalización,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,B
Lectura Crítica,Redes y Telecomunicaciones,Ingeniería,especifica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Limitaciones del acceso remoto,Retos de implementación tecnológica,Impacto social de la digitalización,Equilibrio entre innovación y formación,C
Lectura Crítica,Logística,Administración,especifica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Retos de implementación tecnológica,Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,C
Lectura Crítica,Identificación de Tesis,Ingeniería,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,Impacto social de la digitalización,D
Lectura Crítica,Interpretación Gráfica,Ingeniería,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,Impacto social de la digitalización,D
Lectura Crítica,Identificación de Tesis,Salud,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Equilibrio entre innovación y formación,Retos de implementación tecnológica,Impacto social de la digitalización,Limitaciones del acceso remoto,B
Lectura Crítica,Interpretación Gráfica,Ingeniería,generica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Impacto social de la digitalización,Retos de implementación tecnológica,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,A
Lectura Crítica,Recursos Humanos,Administración,especifica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Impacto social de la digitalización,Retos de implementación tecnológica,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,B
Lectura Crítica,Interpretación Gráfica,Tecnología,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Impacto social de la digitalización,Limitaciones del acceso remoto,Retos de implementación tecnológica,Equilibrio entre innovación y formación,C
Lectura Crítica,Identificación de Tesis,Administración,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Impacto social de la digitalización,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,Retos de implementación tecnológica,A
Lectura Crítica,Coherencia y Cohesión,Administración,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Retos de implementación tecnológica,Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,A
Lectura Crítica,Comprensión de Textos,Administración,generica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Impacto social de la digitalización,Equilibrio entre innovación y formación,Limitaciones del acceso remoto,Retos de implementación tecnológica,A
Lectura Crítica,Identificación de Tesis,Administración,generica,"Lea y elija el mejor título. Fragmento: ""La sostenibilidad empresarial requiere equilibrar rentabilidad con responsabilidad social.""",Retos de implementación tecnológica,Limitaciones del acceso remoto,Impacto social de la digitalización,Equilibrio entre innovación y formación,C
Lectura Crítica,Coherencia y Cohesión,Administración,generica,"Lea y elija el mejor título. Fragmento: ""Los sistemas de salud afrontan retos de cobertura y calidad en zonas rurales.""",Retos de implementación tecnológica,Impacto social de la digitalización,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,B
Lectura Crítica,Interpretación Gráfica,Educación,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Equilibrio entre innovación y formación,Retos de implementación tecnológica,Limitaciones del acceso remoto,Impacto social de la digitalización,B
Lectura Crítica,Tecnología Educativa,Educación,especifica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Retos de implementación tecnológica,Impacto social de la digitalización,Limitaciones del acceso remoto,Equilibrio entre innovación y formación,A
Lectura Crítica,Interpretación Gráfica,Educación,generica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Equilibrio entre innovación y formación,Impacto social de la digitalización,Limitaciones del acceso remoto,Retos de implementación tecnológica,D
Lectura Crítica,Tecnología Educativa,Educación,especifica,"Lea y elija el mejor título. Fragmento: ""La adopción de tecnología en educación superior mejora el acceso pero exige formación docente.""",Limitaciones del acceso remoto,Retos de implementación tecnológica,Impacto social de la digitalización,Equilibrio entre innovación y formación,B
